date,home,away,open_rl,open_books,close_rl,close_books
2025-05-31,TEX,STL,-1.50,10,,0
2025-05-31,BAL,CWS,1.50,10,,0
2025-05-31,PHI,MIL,1.50,10,,0
2025-05-31,CLE,LAA,1.50,10,,0
2025-05-31,KC,DET,-1.50,10,,0
2025-05-31,NYM,COL,1.50,10,,0
2025-05-31,HOU,TB,1.50,10,,0
2025-05-31,ATL,BOS,1.50,10,,0
2025-05-31,MIA,SF,-1.50,10,,0
2025-05-31,SEA,MIN,0.00,10,,0
2025-05-31,LAD,NYY,0.00,10,,0
2025-06-01,SD,PIT,1.50,10,1.50,10
2025-06-01,AZ,WSH,1.50,10,1.50,10
2025-06-01,TEX,STL,1.50,10,1.50,10
2025-06-01,ATL,BOS,-1.50,9,-1.50,9
2025-06-01,BAL,CWS,1.50,10,1.50,10
2025-06-01,PHI,MIL,1.50,10,1.50,10
2025-06-01,TOR,ATH,1.50,10,1.50,10
2025-06-01,CLE,LAA,1.50,10,1.50,10
2025-06-01,NYM,COL,1.50,10,1.50,10
2025-06-01,MIA,SF,-1.50,10,-1.50,10
2025-06-01,KC,DET,1.50,10,1.50,10
2025-06-01,HOU,TB,1.50,10,1.50,10
2025-06-01,CHC,CIN,1.50,10,1.50,10
2025-06-01,AZ,WSH,1.50,10,1.50,10
2025-06-01,SEA,MIN,1.50,9,1.50,9
2025-06-01,SD,PIT,1.50,10,1.50,10
2025-06-01,LAD,NYY,1.50,10,1.50,10
2025-06-02,MIA,COL,1.50,9,1.50,10
2025-06-02,BOS,LAA,1.50,9,1.50,10
2025-06-02,CIN,MIL,1.50,9,0.00,10
2025-06-02,CWS,DET,-1.50,9,-1.50,10
2025-06-03,SF,SD,1.50,10,1.50,10
2025-06-03,ATH,MIN,-1.50,7,-1.50,8
2025-06-03,LAD,NYM,1.50,10,1.50,10
2025-06-03,PIT,HOU,1.50,10,1.50,10
2025-06-03,MIA,COL,1.50,10,1.50,10
2025-06-03,WSH,CHC,-1.50,10,-1.50,10
2025-06-03,NYY,CLE,1.50,10,1.50,10
2025-06-03,TOR,PHI,-1.50,10,-1.50,10
2025-06-03,BOS,LAA,1.50,10,1.50,10
2025-06-03,CIN,MIL,1.50,10,1.50,10
2025-06-03,ATL,AZ,1.50,10,1.50,10
2025-06-03,TB,TEX,1.50,10,1.50,10
2025-06-03,CWS,DET,-1.50,7,-1.50,8
2025-06-03,STL,KC,1.50,10,1.50,10
2025-06-04,SEA,BAL,0.00,10,0.00,10
2025-06-04,SF,SD,-1.50,10,-1.50,10
2025-06-04,ATH,MIN,-1.50,10,-1.50,10
2025-06-04,LAD,NYM,1.50,10,1.50,10
2025-06-04,MIA,COL,1.50,10,-1.50,7
2025-06-04,CIN,MIL,1.50,10,1.50,10
2025-06-04,BOS,LAA,1.50,10,1.50,10
2025-06-04,PIT,HOU,-1.50,10,-1.50,10
2025-06-04,WSH,CHC,-1.50,10,-1.50,10
2025-06-04,NYY,CLE,1.50,10,1.50,10
2025-06-04,TOR,PHI,-1.50,10,-1.50,10
2025-06-04,ATL,AZ,1.50,10,1.50,10
2025-06-04,TB,TEX,1.50,10,1.50,10
2025-06-04,CWS,DET,-1.50,10,-1.50,10
2025-06-05,SEA,BAL,1.50,10,1.50,10
2025-06-05,SF,SD,0.00,10,0.00,10
2025-06-05,ATH,MIN,-1.50,10,-1.50,10
2025-06-05,LAD,NYM,1.50,10,1.50,10
2025-06-05,ATL,AZ,1.50,10,1.50,10
2025-06-05,STL,KC,0.00,10,0.00,10
2025-06-05,STL,KC,0.00,10,0.00,10
2025-06-05,CWS,DET,-1.50,10,-1.50,10
2025-06-05,TOR,PHI,-1.50,10,-1.50,10
2025-06-05,ATH,MIN,-1.50,10,-1.50,10
2025-06-05,SEA,BAL,1.50,10,1.50,10
2025-06-05,SF,SD,0.00,10,0.00,10
2025-06-05,LAD,NYM,1.50,10,1.50,10
2025-06-05,PIT,HOU,-1.50,10,-1.50,10
2025-06-05,WSH,CHC,-1.50,10,-1.50,10
2025-06-05,NYY,CLE,1.50,10,1.50,10
2025-06-05,TB,TEX,1.50,10,1.50,10
2025-06-06,TB,MIA,1.50,10,1.50,10
2025-06-06,PIT,PHI,-1.50,10,-1.50,10
2025-06-06,WSH,TEX,-1.50,10,-1.50,10
2025-06-06,NYY,BOS,1.50,10,1.50,10
2025-06-06,CIN,AZ,-1.50,10,-1.50,10
2025-06-06,DET,CHC,1.50,10,1.50,10
2025-06-06,CLE,HOU,-1.50,10,-1.50,10
2025-06-06,CWS,KC,-1.50,10,-1.50,10
2025-06-07,MIN,TOR,-1.50,9,1.50,9
2025-06-07,MIL,SD,0.00,10,0.00,10
2025-06-07,STL,LAD,-1.50,10,-1.50,10
2025-06-07,COL,NYM,-1.50,10,-1.50,10
2025-06-07,LAA,SEA,-1.50,10,-1.50,10
2025-06-07,ATH,BAL,-1.50,10,-1.50,10
2025-06-07,SF,ATL,1.50,9,1.50,9
2025-06-07,DET,CHC,-1.50,10,-1.50,10
2025-06-07,CIN,AZ,-1.50,10,-1.50,10
2025-06-07,MIN,TOR,-1.50,9,1.50,9
2025-06-07,STL,LAD,-1.50,10,-1.50,10
2025-06-07,WSH,TEX,-1.50,10,-1.50,10
2025-06-07,PIT,PHI,-1.50,10,-1.50,10
2025-06-07,SF,ATL,1.50,9,1.50,9
2025-06-07,CIN,AZ,-1.50,10,-1.50,10
2025-06-07,CLE,HOU,-1.50,10,-1.50,10
2025-06-07,CWS,KC,-1.50,10,-1.50,10
2025-06-07,TB,MIA,1.50,10,1.50,10
2025-06-07,NYY,BOS,-1.50,10,0.00,10
2025-06-07,MIL,SD,0.00,10,0.00,10
2025-06-08,LAA,SEA,-1.50,10,-1.50,10
2025-06-08,COL,NYM,-1.50,10,-1.50,10
2025-06-08,ATH,BAL,-1.50,10,-1.50,10
2025-06-08,TB,MIA,1.50,10,1.50,8
2025-06-08,MIL,SD,1.50,10,1.50,10
2025-06-08,WSH,TEX,-1.50,10,-1.50,10
2025-06-08,PIT,PHI,0.00,10,0.00,10
2025-06-08,CIN,AZ,-1.50,10,-1.50,10
2025-06-08,DET,CHC,1.50,10,1.50,10
2025-06-08,CLE,HOU,1.50,10,1.50,10
2025-06-08,MIN,TOR,1.50,10,1.50,10
2025-06-08,CWS,KC,-1.50,10,-1.50,10
2025-06-08,STL,LAD,-1.50,10,-1.50,10
2025-06-08,COL,NYM,-1.50,10,-1.50,10
2025-06-08,ATH,BAL,-1.50,10,-1.50,10
2025-06-08,SF,ATL,-1.50,10,-1.50,10
2025-06-08,LAA,SEA,-1.50,10,-1.50,10
2025-06-08,NYY,BOS,1.50,10,1.50,10
2025-06-09,CLE,CIN,1.50,11,1.50,11
2025-06-09,PIT,MIA,1.50,11,1.50,11
2025-06-09,PHI,CHC,1.50,11,1.50,11
2025-06-09,BOS,TB,1.50,11,1.50,11
2025-06-09,MIL,ATL,-1.50,11,-1.50,11
2025-06-09,STL,TOR,-1.50,11,-1.50,11
2025-06-10,LAA,ATH,1.50,11,1.50,11
2025-06-10,SD,LAD,-1.50,11,-1.50,11
2025-06-10,AZ,SEA,1.50,11,1.50,11
2025-06-10,BAL,DET,1.50,11,1.50,11
2025-06-10,CLE,CIN,-1.50,11,-1.50,11
2025-06-10,PIT,MIA,1.50,11,1.50,11
2025-06-10,PHI,CHC,-1.50,11,-1.50,11
2025-06-10,NYM,WSH,1.50,11,1.50,11
2025-06-10,BOS,TB,-1.50,11,-1.50,11
2025-06-10,MIN,TEX,1.50,10,1.50,10
2025-06-10,KC,NYY,-1.50,11,-1.50,11
2025-06-10,MIL,ATL,-1.50,11,-1.50,11
2025-06-10,STL,TOR,-1.50,11,-1.50,11
2025-06-11,HOU,CWS,1.50,11,1.50,11
2025-06-11,COL,SF,-1.50,11,-1.50,11
2025-06-11,LAA,ATH,1.50,11,1.50,11
2025-06-11,SD,LAD,-1.50,11,-1.50,11
2025-06-11,AZ,SEA,-1.50,11,-1.50,11
2025-06-11,PIT,MIA,1.50,11,1.50,11
2025-06-11,PHI,CHC,-1.50,11,-1.50,11
2025-06-11,CLE,CIN,-1.50,11,-1.50,11
2025-06-11,MIL,ATL,-1.50,11,-1.50,11
2025-06-11,STL,TOR,1.50,11,1.50,11
2025-06-11,AZ,SEA,-1.50,11,-1.50,11
2025-06-11,LAA,ATH,1.50,11,1.50,11
2025-06-11,SD,LAD,-1.50,11,-1.50,11
2025-06-11,BAL,DET,1.50,11,1.50,11
2025-06-11,NYM,WSH,1.50,11,1.50,11
2025-06-11,BOS,TB,-1.50,11,-1.50,11
2025-06-11,MIN,TEX,1.50,11,1.50,11
2025-06-11,KC,NYY,-1.50,11,-1.50,11
2025-06-12,HOU,CWS,1.50,10,1.50,10
2025-06-12,COL,SF,-1.50,10,-1.50,10
2025-06-12,NYM,WSH,1.50,10,1.50,10
2025-06-12,MIN,TEX,1.50,10,1.50,10
2025-06-12,COL,SF,-1.50,10,-1.50,10
2025-06-12,BAL,DET,-1.50,10,-1.50,10
2025-06-12,KC,NYY,-1.50,10,-1.50,10
2025-06-12,MIL,STL,-1.50,10,-1.50,10
2025-06-13,CHC,PIT,-1.50,11,1.50,9
2025-06-13,HOU,CWS,,0,,0
2025-06-13,CHC,PIT,-1.50,11,1.50,9
2025-06-13,PHI,TOR,1.50,11,1.50,9
2025-06-13,WSH,MIA,1.50,11,1.50,9
2025-06-13,BAL,LAA,1.50,11,1.50,9
2025-06-13,DET,CIN,1.50,8,1.50,9
2025-06-13,NYM,TB,1.50,11,1.50,9
2025-06-13,BOS,NYY,1.50,11,1.50,9
2025-06-13,ATL,COL,1.50,11,1.50,9
2025-06-14,TEX,CWS,1.50,10,1.50,11
2025-06-14,KC,ATH,1.50,10,1.50,11
2025-06-14,HOU,MIN,1.50,9,-1.50,11
2025-06-14,MIL,STL,1.50,10,1.50,11
2025-06-14,AZ,SD,1.50,10,1.50,11
2025-06-14,SEA,CLE,1.50,10,1.50,11
2025-06-14,LAD,SF,1.50,10,1.50,11
2025-06-14,WSH,MIA,1.50,10,1.50,11
2025-06-14,DET,CIN,1.50,10,1.50,11
2025-06-14,CHC,PIT,1.50,10,1.50,11
2025-06-14,BAL,LAA,1.50,10,1.50,11
2025-06-14,PHI,TOR,1.50,10,1.50,11
2025-06-14,TEX,CWS,1.50,10,1.50,11
2025-06-14,KC,ATH,1.50,10,1.50,11
2025-06-14,NYM,TB,1.50,10,1.50,11
2025-06-14,HOU,MIN,1.50,9,-1.50,11
2025-06-14,ATL,COL,1.50,10,1.50,11
2025-06-14,MIL,STL,1.50,10,1.50,11
2025-06-14,AZ,SD,1.50,10,1.50,11
2025-06-14,BOS,NYY,-1.50,10,-1.50,11
2025-06-15,SEA,CLE,0.00,10,1.50,10
2025-06-15,LAD,SF,1.50,10,1.50,10
2025-06-15,DET,CIN,1.50,10,1.50,6
2025-06-15,BAL,LAA,1.50,10,0.00,10
2025-06-15,PHI,TOR,1.50,10,1.50,10
2025-06-15,ATL,COL,1.50,10,1.50,10
2025-06-15,WSH,MIA,1.50,10,1.50,10
2025-06-15,BOS,NYY,-1.50,10,-1.50,10
2025-06-15,NYM,TB,1.50,10,1.50,10
2025-06-15,KC,ATH,1.50,10,1.50,10
2025-06-15,HOU,MIN,1.50,9,0.00,10
2025-06-15,MIL,STL,1.50,10,1.50,10
2025-06-15,CHC,PIT,1.50,10,1.50,10
2025-06-15,TEX,CWS,1.50,10,1.50,10
2025-06-15,AZ,SD,1.50,10,1.50,10
2025-06-15,SEA,CLE,0.00,10,1.50,10
2025-06-15,LAD,SF,1.50,10,1.50,10
2025-06-16,MIA,PHI,-1.50,10,-1.50,10
2025-06-16,WSH,COL,1.50,10,1.50,10
2025-06-16,NYY,LAA,1.50,10,1.50,10
2025-06-16,TB,BAL,1.50,10,-1.50,10
2025-06-17,SEA,BOS,1.50,10,1.50,10
2025-06-17,ATH,HOU,-1.50,10,-1.50,10
2025-06-17,LAD,SD,1.50,8,1.50,8
2025-06-17,MIA,PHI,-1.50,10,-1.50,10
2025-06-17,DET,PIT,1.50,10,1.50,10
2025-06-17,WSH,COL,1.50,10,1.50,10
2025-06-17,NYY,LAA,1.50,10,1.50,10
2025-06-17,TOR,AZ,1.50,10,1.50,10
2025-06-17,CIN,MIN,1.50,10,1.50,10
2025-06-17,ATL,NYM,1.50,10,1.50,10
2025-06-17,TB,BAL,1.50,10,1.50,10
2025-06-17,CWS,STL,-1.50,10,-1.50,10
2025-06-18,TEX,KC,-1.50,10,-1.50,10
2025-06-18,CHC,MIL,1.50,10,1.50,10
2025-06-18,SEA,BOS,-1.50,10,-1.50,10
2025-06-18,SF,CLE,1.50,10,1.50,10
2025-06-18,ATH,HOU,-1.50,10,-1.50,10
2025-06-18,LAD,SD,1.50,10,1.50,10
2025-06-18,SEA,BOS,-1.50,10,-1.50,10
2025-06-18,MIA,PHI,-1.50,10,-1.50,10
2025-06-18,WSH,COL,1.50,10,1.50,10
2025-06-18,NYY,LAA,1.50,10,1.50,10
2025-06-18,TOR,AZ,-1.50,10,-1.50,10
2025-06-18,CIN,MIN,1.50,10,1.50,9
2025-06-18,ATL,NYM,1.50,10,1.50,10
2025-06-18,TB,BAL,0.00,10,0.00,10
2025-06-19,TEX,KC,1.50,10,1.50,10
2025-06-19,SF,CLE,1.50,10,1.50,10
2025-06-19,ATH,HOU,-1.50,10,-1.50,10
2025-06-19,LAD,SD,1.50,10,1.50,10
2025-06-19,CIN,MIN,0.00,10,0.00,10
2025-06-19,WSH,COL,1.50,10,1.50,10
2025-06-19,NYY,LAA,1.50,10,1.50,10
2025-06-19,DET,PIT,-1.50,8,-1.50,7
2025-06-19,DET,PIT,-1.50,8,-1.50,7
2025-06-19,CWS,STL,-1.50,10,-1.50,10
2025-06-19,CWS,STL,-1.50,10,-1.50,10
2025-06-19,CHC,MIL,1.50,10,1.50,10
2025-06-19,TEX,KC,1.50,10,1.50,10
2025-06-19,TOR,AZ,1.50,10,1.50,10
2025-06-19,SF,CLE,1.50,10,1.50,10
2025-06-19,MIA,PHI,-1.50,10,-1.50,10
2025-06-19,ATL,NYM,1.50,10,1.50,10
2025-06-19,TB,BAL,1.50,10,1.50,10
2025-06-20,ATH,HOU,,0,,0
2025-06-20,LAD,SD,,0,,0
2025-06-20,CHC,SEA,1.50,11,1.50,10
2025-06-20,PIT,TEX,-1.50,11,-1.50,10
2025-06-20,TB,DET,-1.50,11,0.00,10
2025-06-20,NYY,BAL,1.50,11,1.50,10
2025-06-20,TOR,CWS,1.50,11,1.50,10
2025-06-20,MIA,ATL,-1.50,11,-1.50,10
2025-06-20,STL,CIN,1.50,11,1.50,10
2025-06-20,PHI,NYM,1.50,11,1.50,10
2025-06-21,MIN,MIL,1.50,10,1.50,11
2025-06-21,COL,AZ,-1.50,10,-1.50,11
2025-06-21,LAA,HOU,1.50,10,1.50,11
2025-06-21,SD,KC,1.50,10,1.50,11
2025-06-21,ATH,CLE,-1.50,10,-1.50,11
2025-06-21,LAD,WSH,1.50,10,1.50,11
2025-06-21,SF,BOS,1.50,10,1.50,11
2025-06-21,TB,DET,1.50,10,1.50,10
2025-06-21,NYY,BAL,1.50,10,1.50,11
2025-06-21,MIN,MIL,1.50,10,1.50,11
2025-06-21,STL,CIN,1.50,10,1.50,11
2025-06-21,CHC,SEA,1.50,10,1.50,11
2025-06-21,TOR,CWS,1.50,10,1.50,11
2025-06-21,SF,BOS,1.50,10,1.50,11
2025-06-21,PIT,TEX,-1.50,10,-1.50,11
2025-06-21,MIA,ATL,-1.50,10,-1.50,11
2025-06-21,SD,KC,1.50,10,1.50,11
2025-06-21,PHI,NYM,0.00,10,-1.50,11
2025-06-22,COL,AZ,-1.50,11,-1.50,10
2025-06-22,LAA,HOU,-1.50,11,-1.50,10
2025-06-22,ATH,CLE,-1.50,11,-1.50,10
2025-06-22,LAD,WSH,1.50,11,1.50,10
2025-06-22,NYY,BAL,1.50,11,1.50,7
2025-06-22,TB,DET,-1.50,11,-1.50,9
2025-06-22,PIT,TEX,-1.50,11,0.00,10
2025-06-22,TOR,CWS,1.50,11,1.50,10
2025-06-22,MIA,ATL,-1.50,11,-1.50,10
2025-06-22,MIN,MIL,1.50,11,1.50,10
2025-06-22,STL,CIN,-1.50,11,-1.50,10
2025-06-22,CHC,SEA,-1.50,11,-1.50,10
2025-06-22,COL,AZ,-1.50,11,-1.50,10
2025-06-22,ATH,CLE,-1.50,11,-1.50,10
2025-06-22,SF,BOS,1.50,11,1.50,10
2025-06-22,LAA,HOU,-1.50,11,-1.50,10
2025-06-22,LAD,WSH,1.50,11,1.50,10
2025-06-22,SD,KC,-1.50,11,-1.50,10
2025-06-22,PHI,NYM,-1.50,11,1.50,10
2025-06-23,BAL,TEX,1.50,10,1.50,10
2025-06-23,NYM,ATL,-1.50,10,-1.50,10
2025-06-23,CIN,NYY,-1.50,10,-1.50,10
2025-06-23,MIN,SEA,-1.50,9,-1.50,9
2025-06-23,CWS,AZ,-1.50,10,-1.50,10
2025-06-23,MIL,PIT,1.50,10,1.50,10
2025-06-23,STL,CHC,-1.50,10,-1.50,10
2025-06-24,LAA,BOS,-1.50,10,-1.50,10
2025-06-24,SD,WSH,1.50,10,1.50,10
2025-06-24,BAL,TEX,1.50,10,1.50,10
2025-06-24,DET,ATH,1.50,10,1.50,10
2025-06-24,CLE,TOR,-1.50,10,-1.50,10
2025-06-24,NYM,ATL,-1.50,10,-1.50,10
2025-06-24,CIN,NYY,-1.50,10,-1.50,10
2025-06-24,KC,TB,1.50,10,1.50,10
2025-06-24,MIN,SEA,1.50,9,1.50,9
2025-06-24,CWS,AZ,-1.50,10,-1.50,10
2025-06-24,MIL,PIT,1.50,10,-1.50,1
2025-06-24,STL,CHC,-1.50,10,-1.50,10
2025-06-25,HOU,PHI,-1.50,11,-1.50,10
2025-06-25,COL,LAD,-1.50,11,-1.50,10
2025-06-25,LAA,BOS,1.50,11,1.50,10
2025-06-25,SD,WSH,1.50,11,1.50,10
2025-06-25,SF,MIA,1.50,11,1.50,10
2025-06-25,CWS,AZ,-1.50,11,-1.50,10
2025-06-25,MIL,PIT,-1.50,11,-1.50,10
2025-06-25,LAA,BOS,1.50,11,1.50,10
2025-06-25,SD,WSH,1.50,11,1.50,10
2025-06-25,BAL,TEX,-1.50,11,-1.50,10
2025-06-25,DET,ATH,1.50,11,1.50,10
2025-06-25,CLE,TOR,-1.50,11,1.50,10
2025-06-25,NYM,ATL,1.50,10,1.50,9
2025-06-25,CIN,NYY,-1.50,11,-1.50,10
2025-06-25,KC,TB,-1.50,11,-1.50,10
2025-06-25,MIN,SEA,1.50,10,1.50,9
2025-06-25,STL,CHC,-1.50,11,-1.50,10
2025-06-26,HOU,PHI,1.50,10,1.50,10
2025-06-26,COL,LAD,-1.50,10,-1.50,10
2025-06-26,SF,MIA,1.50,10,1.50,10
2025-06-26,DET,ATH,1.50,9,1.50,9
2025-06-26,CLE,TOR,1.50,10,1.50,10
2025-06-26,MIN,SEA,1.50,9,1.50,9
2025-06-26,KC,TB,-1.50,10,-1.50,10
2025-06-26,HOU,PHI,1.50,10,1.50,10
2025-06-26,STL,CHC,-1.50,10,-1.50,10
2025-06-26,COL,LAD,-1.50,10,-1.50,10
2025-06-26,SF,MIA,1.50,10,1.50,10
2025-06-26,NYM,ATL,0.00,10,0.00,10
2025-06-27,PIT,NYM,-1.50,11,-1.50,11
2025-06-27,BAL,TB,-1.50,11,-1.50,11
2025-06-27,NYY,ATH,1.50,10,1.50,10
2025-06-27,CIN,SD,-1.50,11,-1.50,11
2025-06-27,CLE,STL,-1.50,11,-1.50,11
2025-06-27,BOS,TOR,-1.50,11,-1.50,11
2025-06-27,DET,MIN,-1.50,9,1.50,10
2025-06-27,ATL,PHI,1.50,11,1.50,11
2025-06-27,CWS,SF,-1.50,11,-1.50,11
2025-06-28,TEX,SEA,-1.50,10,-1.50,10
2025-06-28,HOU,CHC,0.00,10,1.50,10
2025-06-28,KC,LAD,-1.50,10,-1.50,10
2025-06-28,MIL,COL,1.50,10,1.50,10
2025-06-28,LAA,WSH,1.50,10,1.50,10
2025-06-28,AZ,MIA,1.50,10,1.50,10
2025-06-28,NYY,ATH,1.50,10,1.50,10
2025-06-28,DET,MIN,1.50,9,1.50,9
2025-06-28,PIT,NYM,-1.50,10,-1.50,10
2025-06-28,BAL,TB,0.00,10,0.00,10
2025-06-28,TEX,SEA,-1.50,10,-1.50,10
2025-06-28,KC,LAD,-1.50,10,-1.50,10
2025-06-28,CIN,SD,1.50,10,1.50,10
2025-06-28,CLE,STL,1.50,10,1.50,10
2025-06-28,BOS,TOR,-1.50,10,-1.50,10
2025-06-28,CWS,SF,-1.50,10,-1.50,10
2025-06-28,AZ,MIA,1.50,10,1.50,10
2025-06-28,MIL,COL,1.50,10,1.50,10
2025-06-28,HOU,CHC,0.00,10,1.50,10
2025-06-28,ATL,PHI,1.50,10,1.50,10
2025-06-29,LAA,WSH,1.50,11,1.50,10
2025-06-29,CLE,STL,-1.50,11,-2.50,7
2025-06-29,PIT,NYM,-1.50,11,-1.50,10
2025-06-29,BAL,TB,-1.50,11,0.00,10
2025-06-29,BOS,TOR,-1.50,11,-1.50,10
2025-06-29,ATL,PHI,1.50,11,1.50,10
2025-06-29,NYY,ATH,1.50,11,1.50,10
2025-06-29,CIN,SD,1.50,11,1.50,10
2025-06-29,HOU,CHC,1.50,11,1.50,10
2025-06-29,KC,LAD,-1.50,11,-1.50,10
2025-06-29,CWS,SF,-1.50,11,-1.50,10
2025-06-29,MIL,COL,1.50,11,1.50,10
2025-06-29,TEX,SEA,-1.50,11,-1.50,10
2025-06-29,LAA,WSH,1.50,11,1.50,10
2025-06-29,AZ,MIA,1.50,11,1.50,10
2025-06-29,DET,MIN,1.50,9,1.50,8
2025-06-30,PHI,SD,1.50,10,1.50,10
2025-06-30,PIT,STL,-1.50,10,-1.50,10
2025-06-30,TOR,NYY,-1.50,10,-1.50,10
2025-06-30,BOS,CIN,1.50,10,1.50,10
2025-06-30,TB,ATH,1.50,10,1.50,10
2025-07-01,TEX,BAL,1.50,10,1.50,11
2025-07-01,SEA,KC,1.50,10,1.50,11
2025-07-01,AZ,SF,1.50,10,1.50,11
2025-07-01,TOR,NYY,-1.50,10,-1.50,11
2025-07-01,PIT,STL,1.50,10,1.50,11
2025-07-01,MIA,MIN,-1.50,10,-1.50,11
2025-07-01,TB,ATH,1.50,10,1.50,11
2025-07-01,BOS,CIN,0.00,10,-1.50,11
2025-07-01,ATL,LAA,1.50,10,1.50,11
2025-07-02,CHC,CLE,1.50,11,1.50,11
2025-07-02,TEX,BAL,1.50,11,1.50,11
2025-07-02,COL,HOU,-1.50,11,-1.50,11
2025-07-02,SEA,KC,1.50,11,1.50,11
2025-07-02,AZ,SF,1.50,11,1.50,11
2025-07-02,LAD,CWS,1.50,11,1.50,11
2025-07-02,TB,ATH,1.50,11,1.50,9
2025-07-02,PIT,STL,-1.50,11,-1.50,11
2025-07-02,WSH,DET,-1.50,11,-1.50,11
2025-07-02,WSH,DET,-1.50,11,-1.50,11
2025-07-02,PHI,SD,1.50,11,1.50,11
2025-07-02,PHI,SD,1.50,11,1.50,11
2025-07-02,NYM,MIL,-1.50,11,-1.50,11
2025-07-02,NYM,MIL,-1.50,11,-1.50,11
2025-07-02,BOS,CIN,1.50,6,1.50,8
2025-07-02,MIA,MIN,-1.50,11,-1.50,11
2025-07-02,TOR,NYY,-1.50,11,-1.50,11
2025-07-02,BOS,CIN,1.50,6,1.50,8
2025-07-02,ATL,LAA,1.50,11,1.50,11
2025-07-03,CHC,CLE,1.50,11,1.50,11
2025-07-03,TEX,BAL,,0,,0
2025-07-03,COL,HOU,-1.50,11,-1.50,11
2025-07-03,SEA,KC,1.50,11,1.50,11
2025-07-03,AZ,SF,-1.50,11,-1.50,11
2025-07-03,LAD,CWS,1.50,11,1.50,11
2025-07-03,MIA,MIN,-1.50,11,1.50,7
2025-07-03,COL,HOU,-1.50,11,-1.50,11
2025-07-03,WSH,DET,-1.50,11,-1.50,11
2025-07-03,TOR,NYY,-1.50,11,-1.50,11
2025-07-03,NYM,MIL,1.50,11,1.50,11
2025-07-03,ATL,LAA,1.50,11,1.50,11
2025-07-04,CHC,CLE,,0,,0
2025-07-04,AZ,SF,,0,,0
2025-07-04,SEA,KC,,0,,0
2025-07-04,LAD,CWS,,0,,0
2025-07-04,WSH,BOS,-1.50,11,-6.50,8
2025-07-04,PHI,CIN,1.50,11,1.50,11
2025-07-04,CHC,STL,1.50,11,1.50,11
2025-07-04,NYM,NYY,1.50,9,1.50,11
2025-07-04,SEA,PIT,1.50,9,1.50,11
2025-07-04,MIN,TB,0.00,10,0.00,10
2025-07-04,SD,TEX,-1.50,11,-1.50,11
2025-07-04,TOR,LAA,1.50,11,1.50,11
2025-07-04,CLE,DET,-1.50,11,-1.50,11
2025-07-04,MIA,MIL,-1.50,11,-1.50,11
2025-07-04,ATL,BAL,1.50,11,1.50,11
2025-07-05,COL,CWS,-1.50,11,-1.50,11
2025-07-05,LAD,HOU,1.50,11,1.50,11
2025-07-05,AZ,KC,1.50,11,1.50,11
2025-07-05,ATH,SF,-1.50,10,-1.50,10
2025-07-05,MIN,TB,-1.50,8,-1.50,10
2025-07-05,CHC,STL,1.50,11,1.50,11
2025-07-05,TOR,LAA,1.50,11,1.50,11
2025-07-05,WSH,BOS,-1.50,11,-1.50,11
2025-07-05,PHI,CIN,1.50,11,1.50,11
2025-07-05,AZ,KC,1.50,11,1.50,11
2025-07-05,ATL,BAL,1.50,11,1.50,11
2025-07-05,NYM,NYY,-1.50,11,-1.50,11
2025-07-05,MIA,MIL,-1.50,11,-1.50,11
2025-07-05,CLE,DET,-1.50,11,-1.50,11
2025-07-05,LAD,HOU,1.50,11,1.50,11
2025-07-06,COL,CWS,-1.50,11,-1.50,11
2025-07-06,SD,TEX,1.50,8,1.50,9
2025-07-06,ATH,SF,0.00,10,0.00,10
2025-07-06,SEA,PIT,-1.50,11,-1.50,11
2025-07-06,ATL,BAL,1.50,11,-1.50,7
2025-07-06,WSH,BOS,-1.50,11,-1.50,11
2025-07-06,PHI,CIN,1.50,11,1.50,11
2025-07-06,TOR,LAA,1.50,11,1.50,11
2025-07-06,CLE,DET,-1.50,11,-1.50,11
2025-07-06,NYM,NYY,-1.50,11,-1.50,11
2025-07-06,MIA,MIL,-1.50,11,-1.50,11
2025-07-06,MIN,TB,0.00,10,1.50,11
2025-07-06,COL,CWS,-1.50,11,-1.50,11
2025-07-06,AZ,KC,1.50,11,1.50,11
2025-07-06,LAD,HOU,1.50,11,1.50,11
2025-07-06,SEA,PIT,-1.50,11,-1.50,11
2025-07-06,CHC,STL,1.50,11,1.50,11
2025-07-07,SD,TEX,,0,,0
2025-07-07,ATH,SF,,0,,0
2025-07-07,DET,TB,-1.50,9,-1.50,8
2025-07-07,BOS,COL,1.50,11,1.50,11
2025-07-07,CIN,MIA,1.50,11,1.50,11
2025-07-07,KC,PIT,1.50,11,1.50,11
2025-07-07,CWS,TOR,-1.50,11,-1.50,11
2025-07-07,MIL,LAD,-1.50,11,-1.50,11
2025-07-08,HOU,CLE,1.50,11,1.50,11
2025-07-08,LAA,TEX,-1.50,11,-1.50,11
2025-07-08,SD,AZ,1.50,11,1.50,11
2025-07-08,SF,PHI,1.50,11,1.50,11
2025-07-08,BAL,NYM,-1.50,11,-1.50,11
2025-07-08,DET,TB,1.50,11,1.50,11
2025-07-08,NYY,SEA,1.50,11,1.50,11
2025-07-08,BOS,COL,1.50,11,1.50,11
2025-07-08,CIN,MIA,1.50,11,-1.50,11
2025-07-08,KC,PIT,1.50,11,1.50,11
2025-07-08,MIN,CHC,-1.50,10,-1.50,10
2025-07-08,CWS,TOR,-1.50,11,-1.50,11
